Key,GetIt citation,# links: common,# links: Ariadne only,# links: GetIt only,# links: total,% total: Ariadne,% total: GetIt,ARIADNE: HTTP_400_BAD_REQUEST,GETIT: PAGE_NOT_FOUND,GETIT: PROBABLE_HTTP_400_BAD_REQUEST,GETIT: SORRY_SOMETHING_HAS_GONE_WRONG
getit.library.nyu.edu/resolve?=&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&rft.spage=19&rft.epage=36&rft.title=Thinking+with+Borges&rft.aulast=Gingerich&rft.date=2009&rft.artnum=1042&url_ctx_fmt=info:ofi/fmt:kev:mtx:ctx&rft.aufirst=Stephen&url_ver=Z39.88-2004&sid=bepress:DigitalCommons&rft.atitle=Nothing+and+everything+:+theoretical+and+practical+nihilism+in+Borges&rft.genre=article,"Article | Nothing and everything theoretical and practical nihilism in Borges | Gingerich Stephen 2009 | Published in Journal Thinking with Borges Page 19 36. | ",0,0,0,0,n/a,n/a,0,0,0,0
"getit.library.nyu.edu/resolve?genre=article&isbn=&issn=00977004&title=Modern China &volume=21&issue=4&date=19951001&atitle=Soviet diplomacy and the first United Front in China&aulast=Elleman, Bruce A.&spage=450&sid=EBSCO:Bibliography of Asian Studies&pid=Elleman, Bruce A.BAS20722319951001Bibliography of Asian Studies",Article | Soviet diplomacy and the first United Front in China | Elleman Bruce A 1995 Oct 01 | Published in Journal Modern China Volume 21 Issue 4 Page 450. | ISSN:0097-7004,0,0,2,2,0,100,1,0,0,0
"getit.library.nyu.edu/resolve?genre=article&isbn=&issn=00981389&title=SOCIAL WORK IN HEALTH CARE&volume=42&issue=1&date=20050101&atitle=Toward Understanding the Clinical Aspects of Geriatric Case Management&aulast=Ferry, J. L.&spage=35&sid=EBSCO:British Library Document Supply Centre Inside Serials & Conference Proceedings=&pid=Ferry, J. L.RN18138802820050101British Library Document Supply Centre Inside Serials & Conference Proceedings=",Article | Toward Understanding the Clinical Aspects of Geriatric Case Management | Ferry J L 2005 Jan 01 | Published in Journal SOCIAL WORK IN HEALTH CARE Volume 42 Issue 1 Page 35. | ISSN:0098-1389,0,0,1,1,0,100,1,0,0,0
"getit.library.nyu.edu/resolve?genre=article&isbn=&issn=00981389&title=Social Work in Health Care&volume=55&issue=7&date=20160801&atitle=Overcoming barriers in care for the dying: Theoretical analysis of an innovative program model.&aulast=Wallace, Cara L.&spage=503&sid=EBSCO:Complementary Index&pid=Wallace, Cara L.11891300320160801Complementary Index",Article | Overcoming barriers in care for the dying Theoretical analysis of an innovative program model. | Wallace Cara L 2016 Aug 01 | Published in Journal Social Work in Health Care Volume 55 Issue 7 Page 503. | ISSN:0098-1389,0,0,1,1,0,100,1,0,0,0
"getit.library.nyu.edu/resolve?genre=article&isbn=&issn=00983063&title=IEEE Transactions on Consumer Electronics, Consumer Electronics, IEEE Transactions on, IEEE Trans. Consumer Electron.&volume=CE-28&issue=1&date=19820201&atitle=An Ultrasonic Remote Control for Home Receivers&aulast=Adler, R.&spage=123&sid=EBSCO:IEEE Xplore Digital Library&pid=Adler, R.edseee.417991819820201IEEE Xplore Digital Library",Article | An Ultrasonic Remote Control for Home Receivers | Adler R 1982 Feb 01 | Published in Journal IEEE Transactions on Consumer Electronics Consumer Electronics IEEE Transactions on IEEE Trans Consumer Electron Volume CE-28 Issue 1 Page 123. | ISSN:0098-3063,0,0,1,1,0,100,1,0,0,0
"getit.library.nyu.edu/resolve?genre=article&isbn=&issn=00985961&title=Law & Psychology Review=&volume=44&issue=&date=20190101&atitle=Truth, Lies, and Likes: Why Human Nature Makes Online Misinformation a Serious Threat (and What We Can Do about It)&aulast=Anderson, Kyle&spage=209&sid=EBSCO:HeinOnline&pid=Anderson, Kyleedshol.hein.journals.lpsyr44.820190101HeinOnline",Article | Truth Lies and Likes Why Human Nature Makes Online Misinformation a Serious Threat and What We Can Do about It) | Anderson Kyle 2019 Jan 01 | Published in Journal Law Volume 44 Page 209. | ISSN:0098-5961,0,0,5,5,0,100,1,0,0,0
"getit.library.nyu.edu/resolve?genre=article&isbn=&issn=00987484&title=JOURNAL- AMERICAN MEDICAL ASSOCIATION&volume=303&issue=18&date=20100101&atitle=Health Care Is Different-That's Why Expenditures Matter&aulast=Fuchs, V.R.&spage=1859&sid=EBSCO:British Library Document Supply Centre Inside Serials & Conference Proceedings=&pid=Fuchs, V.R.RN27075803220100101British Library Document Supply Centre Inside Serials & Conference Proceedings=",Article | Health Care Is Different-That's Why Expenditures Matter | Fuchs V R 2010 Jan 01 | Published in Journal JOURNAL AMERICAN MEDICAL ASSOCIATION Volume 303 Issue 18 Page 1859. | ISSN:0098-7484,0,0,1,1,0,100,1,0,0,0
"getit.library.nyu.edu/resolve?genre=article&isbn=&issn=00989258&title=Advances in consumer research&volume=45&issue=&date=20170101&atitle=Luxurious Emirati Weddings: The Expenses, Pressures and Consequences&aulast=Arthur, Damien&spage=1001&sid=EBSCO:British Library Document Supply Centre Inside Serials & Conference Proceedings=&pid=Arthur, DamienCN60462082820170101British Library Document Supply Centre Inside Serials & Conference Proceedings=",Article | Luxurious Emirati Weddings The Expenses Pressures and Consequences | Arthur Damien 2017 Jan 01 | Published in Journal Advances in consumer research Volume 45 Page 1001. | ISSN:0098-9258,0,0,2,2,0,100,1,0,0,0
"getit.library.nyu.edu/resolve?genre=article&isbn=&issn=00989258&title=Advances in consumer research&volume=46&issue=&date=20180101&atitle=I4. Pink Tax: Are Some Marketing Practices Discriminatory?&aulast=Bennett, Andrea Rochelle&spage=900&sid=EBSCO:British Library Document Supply Centre Inside Serials & Conference Proceedings=&pid=Bennett, Andrea RochelleCN60550251720180101British Library Document Supply Centre Inside Serials & Conference Proceedings=",Article | I4 Pink Tax Are Some Marketing Practices Discriminatory? | Bennett Andrea Rochelle 2018 Jan 01 | Published in Journal Advances in consumer research Volume 46 Page 900. | ISSN:0098-9258,0,0,2,2,0,100,1,0,0,0
"getit.library.nyu.edu/resolve?genre=article&isbn=&issn=01032070&title=Tempo Social: Revista de Sociologia da USP&volume=18&issue=1&date=20060501&atitle=Rebeli\u00d5es urbanas e a desestrutura\u00e7\u00e3o das classes populares (Fran\u00e7a, 2005).&aulast=Beaud, St\u00e9phane&spage=37&sid=EBSCO:SocINDEX with Full Text&pid=Beaud, St\u00e9phane2265602020060501SocINDEX with Full Text",Article | Rebeli\u00d5es urbanas e a desestrutura\u00e7\u00e3o das classes populares Fran\u00e7a 2005  | Beaud Stu00e9phane 2006 May 01 | Published in Journal Tempo Social Revista de Sociologia da USP Volume 18 Issue 1 Page 37. | ISSN:0103-2070,0,0,4,4,0,100,1,0,0,0
"getit.library.nyu.edu/resolve?genre=article&isbn=&issn=01193228&title=Journal of Asian Mission&volume=16&issue=1&date=20150101&atitle=Addressing poverty through education in the Philippines&aulast=Eyestone, Elizabeth A&spage=15&sid=EBSCO:Atla Religion Database&pid=Eyestone, Elizabeth AATLAn379905420150101Atla Religion Database",Article | Addressing poverty through education in the Philippines | Eyestone Elizabeth A 2015 Jan 01 | Published in Journal Journal of Asian Mission Volume 16 Issue 1 Page 15. | ISSN:0119-3228,0,0,1,1,0,100,1,0,0,0
"getit.library.nyu.edu/resolve?genre=article&isbn=&issn=01208578&title=Revista Temas Socio-Juridicos&volume=73&issue=&date=20180101&atitle=Attacks with Acid as a Form of Extreme Violence against Women in Colombia&aulast=Villalobos Araujo, Camila Alejandra&spage=13&sid=EBSCO:HeinOnline&pid=Villalobos Araujo, Camila Alejandraedshol.hein.journals.rtemscj73.520180101HeinOnline",Article | Attacks with Acid as a Form of Extreme Violence against Women in Colombia | Villalobos Araujo Camila Alejandra 2018 Jan 01 | Published in Journal Revista Temas Socio-Juridicos Volume 73 Page 13. | ISSN:0120-8578,0,0,1,1,0,100,1,0,0,0
"getit.library.nyu.edu/resolve?genre=article&isbn=&issn=01212117&title=Revista de Estudios Colombianos&volume=&issue=44&date=20140701&atitle=Las mujeres de Garc\u00eda M\u00e1rquez: un retrato en sepia.&aulast=Vega Castro, Lyda&spage=27&sid=EBSCO:Complementary Index&pid=Vega Castro, Lyda10924537020140701Complementary Index",Article | Las mujeres de Garc\u00eda M\u00e1rquez un retrato en sepia. | Vega Castro Lyda 2014 Jul 01 | Published in Journal Revista de Estudios Colombianos Issue 44 Page 27. | ISSN:0121-2117,0,0,0,0,n/a,n/a,1,0,0,0
"getit.library.nyu.edu/resolve?genre=article&isbn=&issn=01285157&title=3L: Southeast Asian Journal of English Language Studies&volume=18&issue=3&date=20120701&atitle=A Comparative Study Of Nasal Final Prefixes In Malay And English.&aulast=SYED JAAFAR, SHARIFAH RAIHAN&spage=15&sid=EBSCO:Education Source&pid=SYED JAAFAR, SHARIFAH RAIHAN9498862520120701Education Source",Article | A Comparative Study Of Nasal Final Prefixes In Malay And English. | Syed Jaafar Sharifah Raihan 2012 Jul 01 | Published in Journal 3L Southeast Asian Journal of English Language Studies Volume 18 Issue 3 Page 15. | ISSN:0128-5157,0,0,3,3,0,100,1,0,0,0
"getit.library.nyu.edu/resolve?genre=article&isbn=&issn=01389130&title=Scientometrics&volume=126&issue=1&date=20210101&atitle=When international academic conferences go virtual.&aulast=Falk, Martin Thomas&spage=707&sid=EBSCO:Applied Science & Technology Source=&pid=Falk, Martin Thomas14823501720210101Applied Science & Technology Source=",Article | When international academic conferences go virtual. | Falk Martin Thomas 2021 Jan 01 | Published in Journal Scientometrics Volume 126 Issue 1 Page 707. | ISSN:0138-9130,0,0,1,1,0,100,1,0,0,0
"getit.library.nyu.edu/resolve?genre=article&isbn=&issn=01401971&title=Journal of Adolescence&volume=22&issue=4&date=19990101&atitle=Peer involvement in bullying: Insights and challenges for intervention&aulast=O'Connell, P.&spage=437&sid=EBSCO:Scopus\u00ae&pid=O'Connell, P.edselc.2-52.0-003287335519990101Scopus\u00ae",Article | Peer involvement in bullying Insights and challenges for intervention | O'Connell P 1999 Jan 01 | Published in Journal Journal of Adolescence Volume 22 Issue 4 Page 437. | ISSN:0140-1971,0,0,2,2,0,100,1,0,0,0
"getit.library.nyu.edu/resolve?genre=article&isbn=&issn=01401971&title=Journal of Adolescence&volume=87&issue=&date=20210201&atitle=Identity synthesis and confusion in early to late adolescents: Age trends, gender differences, and associations with depressive symptoms.&aulast=Bogaerts, Annabel&spage=106&sid=EBSCO:Social Sciences Full Text (H.W. Wilson)&pid=Bogaerts, Annabel14873116120210201Social Sciences Full Text (H.W. Wilson)",Article | Identity synthesis and confusion in early to late adolescents Age trends gender differences and associations with depressive symptoms. | Bogaerts Annabel 2021 Feb 01 | Published in Journal Journal of Adolescence Volume 87 Page 106. | ISSN:0140-1971,0,0,2,2,0,100,1,0,0,0
"getit.library.nyu.edu/resolve?genre=article&isbn=&issn=0140525X&title=Behavioral & Brain Sciences=&volume=20&issue=2&date=19970601&atitle=Could we take lime, purple, orange, and teal as unique hues?&aulast=Broackes, Justin&spage=183&sid=EBSCO:Academic Search Complete&pid=Broackes, Justin971214343119970601Academic Search Complete",Article | Could we take lime purple orange and teal as unique hues? | Broackes Justin 1997 Jun 01 | Published in Journal Behavioral Volume 20 Issue 2 Page 183. | ISSN:0140-525X,0,0,1,1,0,100,1,0,0,0
"getit.library.nyu.edu/resolve?genre=article&isbn=&issn=01411926&title=British Educational Research Journal&volume=47&issue=1&date=20210201&atitle=Does research\u2010informed teaching transform academic practice? Revealing a RIT mindset through impact analysis.&aulast=Joseph\u2010Richard, Paul&spage=226&sid=EBSCO:Academic Search Complete&pid=Joseph\u2010Richard, Paul14928470720210201Academic Search Complete",Article | Does research\u2010informed teaching transform academic practice Revealing a RIT mindset through impact analysis. | Josephu2010richard Paul 2021 Feb 01 | Published in Journal British Educational Research Journal Volume 47 Issue 1 Page 226. | ISSN:0141-1926,0,0,2,2,0,100,1,0,0,0
"getit.library.nyu.edu/resolve?genre=article&isbn=&issn=01419870&title=ETHNIC AND RACIAL STUDIES&volume=&issue=&date=20210519&atitle=Sinophobia in the Asian century: race, nation and Othering in Australia and Singapore&aulast=Ang, Sylvia&spage=&sid=EBSCO:Social Sciences Citation Index&pid=Ang, Sylvia00065894320000120210519Social Sciences Citation Index",Article | Sinophobia in the Asian century race nation and Othering in Australia and Singapore | Ang Sylvia 2021 May 19 | Published in Journal ETHNIC AND RACIAL STUDIES. | ISSN:0141-9870,0,0,2,2,0,100,1,0,0,0
getit.library.nyu.edu/resolve?genre=article&isbn=&issn=01419889&title=Sociology of Health & Illness=&volume=43&issue=6&date=20210701&atitle=Body mass index is just a number: Conflating riskiness and unhealthiness in discourse on body size.&aulast=&spage=1437&sid=EBSCO:Social Sciences Full Text (H.W. Wilson)&pid=15185249120210701Social Sciences Full Text (H.W. Wilson),Article | Body mass index is just a number Conflating riskiness and unhealthiness in discourse on body size. | 2021 Jul 01 | Published in Journal Sociology of Health Volume 43 Issue 6 Page 1437. | ISSN:0141-9889,0,0,2,2,0,100,1,0,0,0
"getit.library.nyu.edu/resolve?genre=article&isbn=&issn=01420798&title=Hali&volume=&issue=107&date=19991101&atitle=From Anatolia to the Maghreb: Algerian & Moroccan aesthetics.=&aulast=Bo\u00ebly, G\u00e9rard&spage=96&sid=EBSCO:Art & Architecture Source=&pid=Bo\u00ebly, G\u00e9rard50583991619991101Art & Architecture Source=",Article | From Anatolia to the Maghreb Algerian | Bou00ebly Gu00e9rard 1999 Nov 01 | Published in Journal Hali Issue 107 Page 96. | ISSN:0142-0798,0,0,0,0,n/a,n/a,1,0,0,0
"getit.library.nyu.edu/resolve?genre=article&isbn=&issn=01425692&title=British Journal of Sociology of Education&volume=42&issue=1&date=20210101&atitle=Everyday erosions: neoliberal political rationality, democratic decline and the Multi-Academy Trust.&aulast=Kulz, Christy&spage=66&sid=EBSCO:Complementary Index&pid=Kulz, Christy14821022120210101Complementary Index",Article | Everyday erosions neoliberal political rationality democratic decline and the Multi-Academy Trust. | Kulz Christy 2021 Jan 01 | Published in Journal British Journal of Sociology of Education Volume 42 Issue 1 Page 66. | ISSN:0142-5692,0,0,1,1,0,100,1,0,0,0
getit.library.nyu.edu/resolve?genre=article&isbn=&issn=01426001&title=Applied linguistics&volume=17&issue=3&date=19960101&atitle=The role of learner subjectivity in second language sociolinguistic competency: Western women learning Japanese&aulast=&spage=356&sid=EBSCO:Dialnet Plus&pid=edsdnp.416340ART19960101Dialnet Plus,Article | The role of learner subjectivity in second language sociolinguistic competency Western women learning Japanese | 1996 Jan 01 | Published in Journal Applied linguistics Volume 17 Issue 3 Page 356. | ISSN:0142-6001,0,0,1,1,0,100,1,0,0,0
"getit.library.nyu.edu/resolve?genre=article&isbn=&issn=01432095&title=Strategic Management Journal (John Wiley & Sons, Inc.)=&volume=39&issue=9&date=20180901&atitle=Knowledge diversity and coordination: The effect of intrafirm inventor task networks on absorption speed.&aulast=Moreira, Solon&spage=2517&sid=EBSCO:Business Source Alumni Edition&pid=Moreira, Solon13139422720180901Business Source Alumni Edition",Article | Knowledge diversity and coordination The effect of intrafirm inventor task networks on absorption speed. | Moreira Solon 2018 Sep 01 | Published in Journal Strategic Management Journal John Wiley Volume 39 Issue 9 Page 2517. | ISSN:0143-2095,0,0,1,1,0,100,1,0,0,0
"getit.library.nyu.edu/resolve?genre=article&isbn=&issn=01432095&title=Strategic management journal&volume=42&issue=5&date=20210101&atitle=Platform governance and the rural\u2013urban divide: Sellers' responses to design change&aulast=Koo, Wesley W.&spage=941&sid=EBSCO:British Library Document Supply Centre Inside Serials & Conference Proceedings=&pid=Koo, Wesley W.vdc.100125394239.0x00000120210101British Library Document Supply Centre Inside Serials & Conference Proceedings=",Article | Platform governance and the rural\u2013urban divide Sellers responses to design change | Koo Wesley W 2021 Jan 01 | Published in Journal Strategic management journal Volume 42 Issue 5 Page 941. | ISSN:0143-2095,0,0,1,1,0,100,1,0,0,0
"getit.library.nyu.edu/resolve?genre=article&isbn=&issn=01437739&title=Leadership and Organization Development Journal&volume=39&issue=7&date=20180903&atitle=The positive impact of guilt: How and when feedback affect employee learning in the workplace&aulast=Liu, W.&spage=883&sid=EBSCO:Scopus\u00ae&pid=Liu, W.edselc.2-52.0-8505258504120180903Scopus\u00ae",Article | The positive impact of guilt How and when feedback affect employee learning in the workplace | Liu W 2018 Sep 03 | Published in Journal Leadership and Organization Development Journal Volume 39 Issue 7 Page 883. | ISSN:0143-7739,0,0,2,2,0,100,1,0,0,0
"getit.library.nyu.edu/resolve?genre=article&isbn=&issn=0144333X&title=International Journal of Sociology and Social Policy&volume=30&issue=3/4&date=20100427&atitle=New class inequalities in education : Why education policy may be looking in the wrong place&excl; Education policy, civil society and social class=&aulast=Ball, Stephen J.&spage=155&sid=EBSCO:Emerald Insight&pid=Ball, Stephen J.edsemr.10.1108.0144333101103334620100427Emerald Insight",Article | New class inequalities in education Why education policy may be looking in the wrong place | Ball Stephen J 2010 Apr 27 | Published in Journal International Journal of Sociology and Social Policy Volume 30 Issue 3/4 Page 155. | ISSN:0144-333X,0,0,2,2,0,100,1,0,0,0
"getit.library.nyu.edu/resolve?genre=article&isbn=&issn=01443585&title=Journal of Economic Studies&volume=47&issue=5&date=20200901&atitle=Bank efficiency in Bangladesh revisited: a slack-based network DEA approach.&aulast=Azad, Md. Abul Kalam&spage=1001&sid=EBSCO:Complementary Index&pid=Azad, Md. Abul Kalam14529820320200901Complementary Index",Article | Bank efficiency in Bangladesh revisited a slack-based network DEA approach. | Azad Md Abul Kalam 2020 Sep 01 | Published in Journal Journal of Economic Studies Volume 47 Issue 5 Page 1001. | ISSN:0144-3585,0,0,2,2,0,100,1,0,0,0
"getit.library.nyu.edu/resolve?genre=article&isbn=&issn=01458884&title=Journal of Food Biochemistry&volume=45&issue=8&date=20210801&atitle=Prospecting medicinal properties of Lion's mane mushroom.&aulast=Ghosh, Sandipta&spage=1&sid=EBSCO:Business Source Complete&pid=Ghosh, Sandipta15175376820210801Business Source Complete",Article | Prospecting medicinal properties of Lion's mane mushroom. | Ghosh Sandipta 2021 Aug 01 | Published in Journal Journal of Food Biochemistry Volume 45 Issue 8 Page 1. | ISSN:0145-8884,0,0,2,2,0,100,1,0,0,0
"getit.library.nyu.edu/resolve?genre=article&isbn=&issn=01459740&title=Medical Anthropology&volume=40&issue=2&date=20210201&atitle=Leveraging Ambiguity in the Clinic: Mild TBI and Veterans' Forgetting.&aulast=Zogas, Anna&spage=141&sid=EBSCO:Complementary Index&pid=Zogas, Anna14933426920210201Complementary Index",Article | Leveraging Ambiguity in the Clinic Mild TBI and Veterans Forgetting. | Zogas Anna 2021 Feb 01 | Published in Journal Medical Anthropology Volume 40 Issue 2 Page 141. | ISSN:0145-9740,0,0,1,1,0,100,1,0,0,0
"getit.library.nyu.edu/resolve?genre=article&isbn=&issn=01459740&title=Medical anthropology&volume=40&issue=2&date=20210101&atitle=The Ecology of Disabled Minds in Urban Uganda&aulast=Zoanni, Tyler&spage=169&sid=EBSCO:British Library Document Supply Centre Inside Serials & Conference Proceedings=&pid=Zoanni, Tylervdc.100116496776.0x00000120210101British Library Document Supply Centre Inside Serials & Conference Proceedings=",Article | The Ecology of Disabled Minds in Urban Uganda | Zoanni Tyler 2021 Jan 01 | Published in Journal Medical anthropology Volume 40 Issue 2 Page 169. | ISSN:0145-9740,0,0,1,1,0,100,1,0,0,0
"getit.library.nyu.edu/resolve?genre=article&isbn=&issn=01460005&title=Seminars in Perinatology&volume=41&issue=2&date=20170301&atitle=The intersection of fetal palliative care and fetal surgery: Addressing mortality and quality of life&aulast=Munson, David&spage=101&sid=EBSCO:ScienceDirect&pid=Munson, DavidS014600051630125220170301ScienceDirect",Article | The intersection of fetal palliative care and fetal surgery Addressing mortality and quality of life | Munson David 2017 Mar 01 | Published in Journal Seminars in Perinatology Volume 41 Issue 2 Page 101. | ISSN:0146-0005,0,0,1,1,0,100,1,0,0,0
"getit.library.nyu.edu/resolve?genre=article&isbn=&issn=01461672&title=Personality & Social Psychology Bulletin=&volume=42&issue=12&date=20161201&atitle=The \u201cBad Is Black\u201d Effect.&aulast=Alter, Adam L.&spage=1653&sid=EBSCO:Education Full Text (H.W. Wilson)&pid=Alter, Adam L.11954633520161201Education Full Text (H.W. Wilson)",Article | The u201cBad Is Black\u201d Effect. | Alter Adam L 2016 Dec 01 | Published in Journal Personality Volume 42 Issue 12 Page 1653. | ISSN:0146-1672,0,0,1,1,0,100,1,0,0,0
"getit.library.nyu.edu/resolve?genre=article&isbn=&issn=01463934&title=College Student Journal&volume=42&issue=3&date=20080901&atitle=FACTORIAL STRUCTURE OF BRIEF COPE FOR INTERNATIONAL STUDENTS ATTENDING U.S. COLLEGES.&aulast=Miyazaki, Yasuo&spage=795&sid=EBSCO:Academic Search Complete&pid=Miyazaki, Yasuo3426266820080901Academic Search Complete",Article | FACTORIAL STRUCTURE OF BRIEF COPE FOR INTERNATIONAL STUDENTS ATTENDING U.S COLLEGES. | Miyazaki Yasuo 2008 Sep 01 | Published in Journal College Student Journal Volume 42 Issue 3 Page 795. | ISSN:0146-3934,0,0,4,4,0,100,1,0,0,0
"getit.library.nyu.edu/resolve?genre=article&isbn=&issn=01480685&title=Women's Studies International Quarterly&volume=3&issue=2-3&date=19800101&atitle='For men must work, and women must weep': Sexism in english language textbooks used in German schools&aulast=Hellinger, M.&spage=267&sid=EBSCO:Scopus\u00ae&pid=Hellinger, M.edselc.2-52.0-034588230719800101Scopus\u00ae",Article | 'For men must work and women must weep Sexism in english language textbooks used in German schools | Hellinger M 1980 Jan 01 | Published in Journal Women's Studies International Quarterly Volume 3 Issue 2-3 Page 267. | ISSN:0148-0685,0,0,1,1,0,100,1,0,0,0
"getit.library.nyu.edu/resolve?genre=article&isbn=&issn=01482963&title=Journal of Business Research&volume=129&issue=&date=20210515&atitle=Grouped data, investment committees & multicriteria portfolio selection.=&aulast=Xidonas, Panos&spage=205&sid=EBSCO:Business Source Alumni Edition&pid=Xidonas, Panos14976040120210515Business Source Alumni Edition",Article | Grouped data investment committees | Xidonas Panos 2021 May 15 | Published in Journal Journal of Business Research Volume 129 Page 205. | ISSN:0148-2963,0,0,1,1,0,100,1,0,0,0
"getit.library.nyu.edu/resolve?genre=article&isbn=&issn=01482963&title=Journal of Business Research&volume=67&issue=6&date=20140601&atitle=Using diffusion models to forecast market size in emerging markets with applications to the Chinese car market&aulast=Qian, Lixian&spage=1226&sid=EBSCO:ScienceDirect&pid=Qian, LixianS014829631300169020140601ScienceDirect",Article | Using diffusion models to forecast market size in emerging markets with applications to the Chinese car market | Qian Lixian 2014 Jun 01 | Published in Journal Journal of Business Research Volume 67 Issue 6 Page 1226. | ISSN:0148-2963,0,0,1,1,0,100,1,0,0,0
"getit.library.nyu.edu/resolve?genre=article&isbn=&issn=01484834&title=Journal of Nursing Education&volume=55&issue=8&date=20160801&atitle=Decision-Tree Analysis for Predicting First-Time Pass/Fail Rates for the NCLEX-RN\u00ae in Associate Degree Nursing Students.&aulast=Hsiu-Chin Chen,&spage=454&sid=EBSCO:CINAHL Complete&pid=Hsiu-Chin Chen,11713247620160801CINAHL Complete",Article | Decision-Tree Analysis for Predicting First-Time Pass/Fail Rates for the NCLEX-RN\u00ae in Associate Degree Nursing Students. | Hsiu-Chin Chen 2016 Aug 01 | Published in Journal Journal of Nursing Education Volume 55 Issue 8 Page 454. | ISSN:0148-4834,0,0,5,5,0,100,1,0,0,0
"getit.library.nyu.edu/resolve?genre=article&isbn=&issn=01494929&title=Marriage & family review=&volume=51&issue=6&date=20150101&atitle=Depressive Symptomatology in Greek Preadolescents: The Role of Parenting Style Perceptions&aulast=Kleftaras, George&spage=564&sid=EBSCO:British Library Document Supply Centre Inside Serials & Conference Proceedings=&pid=Kleftaras, Georgevdc.100037974251.0x00000120150101British Library Document Supply Centre Inside Serials & Conference Proceedings=",Article | Depressive Symptomatology in Greek Preadolescents The Role of Parenting Style Perceptions | Kleftaras George 2015 Jan 01 | Published in Journal Marriage Volume 51 Issue 6 Page 564. | ISSN:0149-4929,0,0,1,1,0,100,1,0,0,0
getit.library.nyu.edu/resolve?genre=article&isbn=&issn=01495380&title=WWD: Women's Wear Daily&volume=&issue=&date=20211007&atitle=Buyers Hail Strong Paris Collections: The Simpson family's turn on the Balenciaga runway won buyers' hearts in what proved to be a powerful Paris Fashion Week.&aulast=&spage=1&sid=EBSCO:Business Source Complete&pid=15288079420211007Business Source Complete,Article | Buyers Hail Strong Paris Collections The Simpson family's turn on the Balenciaga runway won buyers hearts in what proved to be a powerful Paris Fashion Week. | 2021 Oct 07 | Published in Journal WWD Women's Wear Daily Page 1. | ISSN:0149-5380,0,0,6,6,0,100,1,0,0,0
"getit.library.nyu.edu/resolve?genre=article&isbn=&issn=01495712&title=Maarav&volume=23&issue=2&date=20190101&atitle=UNPUBLISHED AND NEWLY READ ARAMAIC INSCRIPTIONS FROM SAMARIA&aulast=Lemaire, Andre\u0301&spage=337&sid=EBSCO:Atla Religion Database&pid=Lemaire, Andre\u0301ATLAiG0V20022900109620190101Atla Religion Database",Article | UNPUBLISHED AND NEWLY READ ARAMAIC INSCRIPTIONS FROM SAMARIA | Lemaire Andreu0301 2019 Jan 01 | Published in Journal Maarav Volume 23 Issue 2 Page 337. | ISSN:0149-5712,0,0,0,0,n/a,n/a,1,0,0,0
getit.library.nyu.edu/resolve?genre=article&isbn=&issn=01533320&title=Cahiers de linguistique - Asie orientale&volume=35&issue=2&date=20060101&atitle=Two general classifiers in the Shangai Wu dialect : a comparison with Mandarin and Cantonese&aulast=Mary S. Erbaugh&spage=169&sid=EBSCO:Pers\u00e9e&pid=Mary S. Erbaughedsper.clao.0153.3320.2006.num.35.2.175620060101Pers\u00e9e,Article | Two general classifiers in the Shangai Wu dialect a comparison with Mandarin and Cantonese | Mary S Erbaugh 2006 Jan 01 | Published in Journal Cahiers de linguistique Asie orientale Volume 35 Issue 2 Page 169. | ISSN:0153-3320,0,0,4,4,0,100,1,0,0,0
"getit.library.nyu.edu/resolve?genre=article&isbn=&issn=01607383&title=Annals of Tourism Research&volume=81&issue=&date=20200301&atitle=A review of research into automation in tourism: Launching the Annals of Tourism Research Curated Collection on Artificial Intelligence and Robotics in Tourism&aulast=Tussyadiah, Iis&spage=&sid=EBSCO:ScienceDirect&pid=Tussyadiah, IisS016073832030027X20200301ScienceDirect",Article | A review of research into automation in tourism Launching the Annals of Tourism Research Curated Collection on Artificial Intelligence and Robotics in Tourism | Tussyadiah Iis 2020 Mar 01 | Published in Journal Annals of Tourism Research Volume 81. | ISSN:0160-7383,0,0,1,1,0,100,1,0,0,0
"getit.library.nyu.edu/resolve?genre=article&isbn=&issn=0161956X&title=Peabody Journal of Education&volume=93&issue=1&date=20180101&atitle=Segregation, Desegregation, Segregation: Charter School Options as a Return to Separate and Unequal Schools for Urban Families&aulast=Chapman, Thandeka K.&spage=38&sid=EBSCO:ERIC&pid=Chapman, Thandeka K.EJ117510420180101ERIC",Article | Segregation Desegregation Segregation Charter School Options as a Return to Separate and Unequal Schools for Urban Families | Chapman Thandeka K 2018 Jan 01 | Published in Journal Peabody Journal of Education Volume 93 Issue 1 Page 38. | ISSN:0161-956X,0,0,1,1,0,100,1,0,0,0
"getit.library.nyu.edu/resolve?genre=article&isbn=&issn=01622870&title=October&volume=&issue=91&date=20000101&atitle=Performance, video, and the rhetoric of presence.&aulast=Wagner, Anne M.&spage=59&sid=EBSCO:Art & Architecture Source=&pid=Wagner, Anne M.50489749720000101Art & Architecture Source=",Article | Performance video and the rhetoric of presence. | Wagner Anne M 2000 Jan 01 | Published in Journal October Issue 91 Page 59. | ISSN:0162-2870,0,0,2,2,0,100,1,0,0,0
